Year,ActionGeo_CountryCode,avg_GoldsteinScale,sum_NumArticles,avg_AvgTone,min_AvgTone,max_AvgTone
2017,KN,-0.30722936424306285,4439885,-3.1047477407847088,-26.0,20.5479452054795
2017,HA,1.1996563340794497,545028,-1.640980561725103,-27.0588235294118,16.0714285714286
2017,MU,1.9917078346785413,709185,0.37916840406453839,-30.0,19.8198198198198
2017,MJ,0.74619551559489583,242067,-1.3873534959361058,-24.4186046511628,14.828897338403
2015,CA,1.0343789206094425,8252977,-1.2542656899661855,-26.4150943396226,24.2105263157895
2015,GR,1.3720895597264935,6922743,-1.9176404492742316,-34.2857142857143,20.6896551724138
2015,LY,-0.11714092302987593,2649496,-3.4534167869605112,-27.5510204081633,22.1590909090909
2015,NH,1.9013287117221607,81359,-1.8941670153670793,-14.9122807017544,11.9834710743801
2015,MZ,0.59404505808268471,291560,-1.8256528303068058,-18.8034188034188,17.7777777777778
2016,PG,0.50807754417212347,6720,-2.1099608034416422,-9.96884735202492,3.00751879699248
2018,EG,1.0508485400292538,5473378,-1.2730848199707943,-37.5,26.2237762237762
2018,KS,1.4361705412826167,4349494,-1.0487917300759337,-25.4901960784314,20.6798866855524
2018,VM,1.3831894957971698,1672276,-0.35515135938366421,-21.4285714285714,27.2727272727273
2018,BP,1.7726895933684332,45615,-0.33351879031286868,-14.2857142857142,12.448132780083
2019,CQ,1.8259067357512964,3032,-1.3208995445331104,-11.5942028985507,11.5044247787611
2019,JQ,3.2862068965517239,150,-1.0756420305205063,-3.45572354211664,0.381679389312977
2020,AQ,1.2251771117166215,8422,-0.24360503902660602,-13.2867132867133,9.95670995670997
2020,GZ,-0.55502225047679621,56127,-3.6805837532555734,-22.2222222222222,12.7906976744186
2019,YM,-0.69573297735363138,1172887,-3.6731040639144106,-30.0,20.0
2019,DJ,1.2634409071085921,115075,-1.1169489975938203,-18.5483870967742,18.7772925764192
2019,GA,0.68729302022444438,257651,-1.6237120622548475,-21.8181818181818,16.6666666666667
2019,LA,1.8284417848933978,116677,0.28956351953592552,-16.4141414141414,15.3846153846154
2017,SL,1.262192240736135,271978,-1.3652575382189138,-20.6666666666666,16.2337662337662
2016,EG,0.75754474159611629,10701542,-1.8873646745488353,-33.3333333333333,25.0
2016,FR,0.44758832454775038,13872789,-2.2299176892345534,-33.3333333333333,20.6349206349206
2016,GK,1.0689092097344073,71225,-1.3764285399233878,-18.8888888888889,14.1176470588235
2016,SH,0.88246297722948042,10009,-0.93410266083846327,-11.1675126903553,8.46153846153847
2015,ZA,1.0604444795782562,478360,-0.89096884199114268,-21.6091954022988,24.1379310344828
2015,AC,1.4883081444164565,55360,-0.811751884700975,-15.4228855721393,9.89399293286217
2015,FM,1.5507072570652392,17199,-0.59148202745946155,-14.4927536231884,11.4606741573034
2018,KN,1.3733098714336833,3193843,-1.3195609187032025,-24.1379310344828,15.068493150685
2018,GY,0.72984990821725582,253251,-1.773340676043544,-19.3181818181818,16.504854368932
2019,MH,1.4716575192096595,32824,-1.0168241834196694,-16.5919282511211,11.4666836323536
2020,JA,1.1337254218667856,2039259,-1.7906913046845165,-27.5309207512597,20.9677419354839
2020,BM,0.16100610851598982,146659,-2.9376252950551995,-19.047619047619,12.2137404580152
2020,UV,-0.57836917562724,149706,-4.0677552523758322,-25.7575757575758,12.3188405797101
2019,NI,0.21402917827897902,6660314,-2.0637530578138397,-47.0588235294118,21.2121212121212
2019,WA,0.87044092767517312,293063,-1.806012227170523,-30.3571428571429,23.6842105263158
2019,TH,1.0498418921798418,1304428,-1.281136226175573,-31.25,18.1472081218274
2019,MV,1.5138111888111889,149630,-0.1791831762205412,-16.7300380228137,18.3333333333333
2019,CV,1.5306075257515241,30523,-0.10189976427936757,-14.1711229946524,13.4408602150538
2017,DR,0.9277482722606164,276723,-1.8419196985970674,-22.5563909774436,16.7785234899329
